image_id,town,consensus_category,consensus_context,consensus_flag,agreement_level,expert_category,expert_context,expert_flag,expert_confidence,notes
i14IIVtChjAJQZ77jvn08w_300_box0.jpg,CRAIGAVON,National,Building-mounted,Union Jack,1.0,,,,,
LWnIeWGP5y1H_3gHpf-ufg_300_box0.jpg,NEWTOWNARDS,National,Temporary installation,Union Jack,1.0,,,,,
TkKYUZdzeUbHq1RiDpw65Q_180_box0.jpg,ANTRIM,National,Lamppost-mounted,Union Jack,1.0,,,,,
JJvHvKXnzEVZYceLG9zCzA_240_box0.jpg,CRAIGAVON,Review,,,1.0,,,,,
lLxZl5WvOYxJW-eEdvF4dQ_120_box0.jpg,COLERAINE,Fraternal,Lamppost-mounted,Orange Order,1.0,,,,,
Ff5FT-OWdF9kes1w8FKqOA_000_box0.jpg,DUNGANNON,National,Pole-mounted (in ground),Union Jack,1.0,,,,,
LYcAu3ByWmuOeEDBUT8yTw_240_box0.jpg,BALLYCLARE,National,Pole-mounted (in ground),Union Jack,1.0,,,,,
a_Yp-6--Z72LG1rAVkZeIw_300_box0.jpg,LIMAVADY,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
MDnDxFfTYQ9FNLawjYo6Cw_180_box0.jpg,METROPOLITAN_LISBURN,National,Building-mounted,Union Jack,1.0,,,,,
_u7N5cuUyWWg6QiE6PGRDw_180_box0.jpg,DUNGANNON,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
nb1dm02mtnY1dMPklyhIEw_240_box0.jpg,LARNE,Fraternal,Building-mounted,Orange Order,1.0,,,,,
OKpAYkhzG0TpbOHpWSC0Qg_000_box0.jpg,COLERAINE,International,Pole-mounted (in ground),Other International,1.0,,,,,
Ax1cmhpbYcSr72SFlukUsQ_300_box0.jpg,METROPOLITAN_CASTLEREAGH,National,Lamppost-mounted,Union Jack,1.0,,,,,
ZBBxQEQ2sj_DzYGtWeuASQ_060_box0.jpg,CARRICKFERGUS,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
vtidJP4_WmS0splBug9-Bg_240_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Lamppost-mounted,Union Jack,1.0,,,,,
MseXolhfhkqK4s9XP8Hgpg_000_box0.jpg,COLERAINE,Fraternal,Lamppost-mounted,Orange Order,1.0,,,,,
pUn8riLxBGbb4JVPNVwkrw_000_box0.jpg,ENNISKILLEN,Bunting,Bunting display,Union Jack Bunting,1.0,,,,,
eITCL0SFk02exY2JD-V5Bw_240_box0.jpg,ANTRIM,Fraternal,Lamppost-mounted,Orange Order,1.0,,,,,
oNBGK9BVwXotN3ET7BwBZg_120_box0.jpg,COLERAINE,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
1IkWNcVhqUehFRsOJhqE6w_060_box0.jpg,LIMAVADY,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
Og57klEtFI5WqzUFo0zsww_300_box0.jpg,OMAGH_TOWN,International,Lamppost-mounted,Other International,1.0,,,,,
CQy3K9mCXl_dTe3y8aqqaw_300_box0.jpg,CARRICKFERGUS,Bunting,Bunting display,Union Jack Bunting,1.0,,,,,
L0cpVEBcqrTbuUJSYvcEbg_000_box0.jpg,OMAGH_TOWN,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
yBNpLDG978o3kg0hZXiNeQ_180_box0.jpg,PORTSTEWART,Review,,,1.0,,,,,
Id1q0crH04zPgBdzk8ibXA_000_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Lamppost-mounted,Union Jack,1.0,,,,,
XkndCnsFtP-hE6OC7bpWog_240_box0.jpg,NEWRY,National,Permanent installation,Irish Tricolor,1.0,,,,,
zW47yLYDP2-YQODkLQZadQ_240_box0.jpg,ANTRIM,National,Lamppost-mounted,Union Jack,1.0,,,,,
b3TQpD8Kno_-UACo_ixy9w_000_box0.jpg,CARRICKFERGUS,National,Building-mounted,Ulster Banner,1.0,,,,,
XIGXn5yBTxFwZnTKUtqQ-Q_120_box0.jpg,ANTRIM,National,Lamppost-mounted,Union Jack,1.0,,,,,
TfIj8_FBMs610bI2DiNhZA_300_box0.jpg,ANTRIM,National,Building-mounted,Union Jack,1.0,,,,,
UeM8ZqXqTMAeof2AAUIlZA_120_box0.jpg,ENNISKILLEN,Bunting,Bunting display,Union Jack Bunting,1.0,,,,,
JYQic2TbldIXZhgbsSlcHg_300_box0.jpg,LARNE,National,Building-mounted,Union Jack,1.0,,,,,
GOPANyQ7_nPKrnDONOfrSQ_060_box0.jpg,CRAIGAVON,National,Building-mounted,Ulster Banner,1.0,,,,,
j6Ke42KoAixQSzJ1QGPlXA_180_box0.jpg,COLERAINE,Fraternal,Pole-mounted (in ground),Orange Order,1.0,,,,,
2B0KUDnYZKL5uRqpcrfcuw_300_box0.jpg,ANTRIM,National,Pole-mounted (in ground),Scottish Saltire,1.0,,,,,
wHeoLZBe34HWGObqV28u1g_240_box0.jpg,LISBURN_CITY,Proscribed,Lamppost-mounted,Other Proscribed,1.0,,,,,
8uYXPjwZo6Xx1bFgPPPofQ_060_box0.jpg,LARNE,Bunting,Triangular bunting,Red/White/Blue Triangular Bunting,1.0,,,,,
kx81p0FY15tJpMiLug1kmA_300_box0.jpg,OMAGH_TOWN,Bunting,Triangular bunting,Red/White/Blue Triangular Bunting,1.0,,,,,
yC9qZN3asMrf77OqwKggrg_300_box0.jpg,KILKEEL,International,Building-mounted,Other International,1.0,,,,,
jaWeuunE-ymWdlfCF25Rzg_300_box0.jpg,CRAIGAVON,National,Building-mounted,Union Jack,1.0,,,,,
-otZS4itrk9HpCvR1PUlwg_060_box0.jpg,BANGOR,National,Temporary installation,Union Jack,1.0,,,,,
jO3zTgxXg7qhg6JjJsLxpA_300_box0.jpg,COLERAINE,Bunting,Triangular bunting,Red/White/Blue Triangular Bunting,1.0,,,,,
QLaQV9fkHoNETQY9OgSOew_180_box0.jpg,BALLYMENA,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
VbvfBHuE_WsAEaivJh21gw_300_box0.jpg,DUNGANNON,International,Lamppost-mounted,Palestinian,1.0,,,,,
8KN_BWB109Brt2AAFd9vUQ_000_box0.jpg,METROPOLITAN_LISBURN,National,Building-mounted,Union Jack,1.0,,,,,
FfTPyTHzu6R3G61lL3pGHQ_000_box0.jpg,LISBURN_CITY,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
H_UahNXS_U6D_rcJLqFs7w_300_box0.jpg,GREENISLAND,National,Lamppost-mounted,Union Jack,1.0,,,,,
FdFnPhotn-Q-ET8y8MiWbQ_240_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
XL-YXMOMPQw3yZ4ortBD9Q_180_box0.jpg,LARNE,Bunting,Bunting display,Union Jack Bunting,1.0,,,,,
Exu5JznvRdtMMCOpr_yM1g_240_box0.jpg,COLERAINE,Fraternal,Lamppost-mounted,Orange Order,1.0,,,,,
pUn8riLxBGbb4JVPNVwkrw_000_box2.jpg,ENNISKILLEN,Bunting,Bunting display,Union Jack Bunting,1.0,,,,,
OrQpkV_aMMSU7xXhv6s3iw_180_box0.jpg,BELFAST_CITY,Review,,,1.0,,,,,
9Ujo0oHich02X0sEkjDqiA_300_box0.jpg,ANTRIM,Review,,,1.0,,,,,
ngneW9ZjEXSdsPIIrPonmw_060_box0.jpg,ARMAGH,National,Lamppost-mounted,Union Jack,1.0,,,,,
hklwsCBCWjVh1V3kvB2Ixg_120_box0.jpg,ANTRIM,Review,,,1.0,,,,,
3MelTZjyE9ESRzqHcu3z6w_240_box0.jpg,MAGHERAFELT,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
5RXt6hm4dWb7K82HFeMzkg_240_box0.jpg,BALLYMENA,National,Lamppost-mounted,Union Jack,1.0,,,,,
SRf1SHwxDuRtQiq4n9oZ0A_240_box0.jpg,BELFAST_CITY,National,Lamppost-mounted,Union Jack,1.0,,,,,
2DQyI9BjjEDJwkvksht-0A_300_box0.jpg,BELFAST_CITY,Review,,,1.0,,,,,
9GW02IeUuQggnKvtehmfPA_300_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
auDGj16oRwcodWOmcCGexQ_240_box0.jpg,ANTRIM,National,Lamppost-mounted,Union Jack,1.0,,,,,
OBi6bxrMBHCJXXGe_UmkKw_120_box0.jpg,COOKSTOWN,Review,,,1.0,,,,,
WIHA4vw7Bxrr__MF4vqSXA_060_box0.jpg,METROPOLITAN_CASTLEREAGH,National,Pole-mounted (in ground),Union Jack,1.0,,,,,
brGL9U-M246AnK5l8nzHMg_300_box0.jpg,CARRICKFERGUS,National,Lamppost-mounted,Union Jack,1.0,,,,,
GtgoFH_BGOxymSXqX7ANRg_120_box0.jpg,OMAGH_TOWN,National,Building-mounted,Ulster Banner,1.0,,,,,
fDXwvN11HYsg7hILebVC4g_180_box0.jpg,BALLYCLARE,Review,,,1.0,,,,,
q9KlsqjiO8DiWePK_3zb5w_300_box0.jpg,LARNE,Review,,,1.0,,,,,
g4MEyXieVGfeYAkFjDNOnw_060_box0.jpg,LARNE,Review,,,1.0,,,,,
SUceiHaRMkUehO8h5lXhcQ_060_box0.jpg,CRAIGAVON,National,Building-mounted,Union Jack,1.0,,,,,
H692MxLL08-PyARCF1wi-A_060_box0.jpg,CRAIGAVON,National,Building-mounted,Union Jack,1.0,,,,,
cSK126dQtlrhy12qaHGGLw_060_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Building-mounted,Union Jack,1.0,,,,,
iW8bp9kxUD83PQ4S23eAQA_060_box0.jpg,CARRICKFERGUS,National,Building-mounted,Union Jack,1.0,,,,,
DWwDzfc3TR9AZ9GbtLns_A_240_box0.jpg,BALLYMENA,Review,,,1.0,,,,,
Xbs5MnNVUPWosI5FNkDQYA_120_box0.jpg,LISBURN_CITY,National,Building-mounted,Union Jack,1.0,,,,,
jwPPghkoBL2OEm-xttJxCg_120_box0.jpg,METROPOLITAN_CASTLEREAGH,National,Building-mounted,Ulster Banner,1.0,,,,,
G0wJDIx_qCUzhijbvemcVw_240_box0.jpg,CARRICKFERGUS,National,Building-mounted,Union Jack,1.0,,,,,
GQSye0rVyDXj610UG_vAAA_180_box0.jpg,DERRY_CITY,Review,,,1.0,,,,,
GeXexuAgGj4UCoeOEqoACw_060_box0.jpg,ENNISKILLEN,National,Lamppost-mounted,Union Jack,1.0,,,,,
vqxHXqsMQTy4qZTo_r_Fww_060_box0.jpg,CRAIGAVON,Review,,,1.0,,,,,
A7a80HrnFiSbDrzhZ9D18w_000_box0.jpg,DERRY_CITY,Review,,,1.0,,,,,
MclIYgidmAQRZU3gtNVeqw_060_box0.jpg,BELFAST_CITY,National,Building-mounted,Union Jack,1.0,,,,,
KLBGG6cFQr-u-srX7CY3LA_120_box0.jpg,BELFAST_CITY,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
4XjS0zNpLIAEfp3sc5Ge7Q_060_box0.jpg,BALLYMONEY,National,Lamppost-mounted,Union Jack,1.0,,,,,
5wO-wN2ABeuqXodOSsmV8Q_240_box0.jpg,BALLYMENA,National,Building-mounted,Union Jack,1.0,,,,,
_TQKugpXkPQA_Vd3qkpKfA_180_box0.jpg,OMAGH_TOWN,Review,,,1.0,,,,,
D2C2dBWvzFHS5-EobSruXw_300_box0.jpg,NEWRY,Review,,,1.0,,,,,
O4F0P_0bB_ntUC7T3W7DOw_060_box0.jpg,MAGHERAFELT,National,Lamppost-mounted,Union Jack,1.0,,,,,
otCE89pJ229Yp1hyJB2RKw_000_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Lamppost-mounted,Union Jack,1.0,,,,,
1b5UTO1r748UGSIIYjIXbg_120_box0.jpg,METROPOLITAN_NEWTOWNABBEY,Review,,,1.0,,,,,
vLT8gL3rmzloBwLlZMW-YA_060_box0.jpg,OMAGH_TOWN,National,Lamppost-mounted,Scottish Saltire,1.0,,,,,
NXA5VHEvkDd1xMKNoiQB-g_240_box0.jpg,ANTRIM,Review,,,1.0,,,,,
Zln2HKyFcmEkzaXUHrqp8Q_300_box0.jpg,PORTSTEWART,Review,,,1.0,,,,,
Jjaa1w1OjOmjq2BmHfjuUQ_060_box0.jpg,BALLYCLARE,National,Building-mounted,Scottish Saltire,1.0,,,,,
Rfv4Ow4kJ8A2SV4S6_1zRA_240_box0.jpg,OMAGH_TOWN,Bunting,Triangular bunting,Red/White/Blue Triangular Bunting,1.0,,,,,
0LHmugVNghTuJLf7W0Fllw_060_box0.jpg,BELFAST_CITY,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
HcOoRLUyNCWOe21ljYXocA_120_box0.jpg,LISBURN_CITY,Bunting,Triangular bunting,Red/White/Blue Triangular Bunting,1.0,,,,,
QW0yc3JDrqBvgMXdNECATg_120_box0.jpg,LISBURN_CITY,Bunting,Bunting display,Union Jack Bunting,1.0,,,,,
bUXBOV0rUH7ZHeRV6_UIkQ_000_box0.jpg,OMAGH_TOWN,Bunting,Triangular bunting,Red/White/Blue Triangular Bunting,1.0,,,,,
p1s89HWAaOqsuLJnJOLF5w_300_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
NC-3yDsbF2mbRuxhVG2RRA_240_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Building-mounted,Ulster Banner,1.0,,,,,
HJ5bkE703IAC3uG1g0Pf2Q_240_box0.jpg,BALLYMENA,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
Acey7wdtNjjusPgsHr8phg_000_box0.jpg,CRAIGAVON,National,Pole-mounted (in ground),Ulster Banner,1.0,,,,,
_vjY-VzIIvPo5DAWtu5kqA_000_box0.jpg,ARMAGH,International,Lamppost-mounted,Other International,1.0,,,,,
JNqv9RPc8UMTM3GQ3ynEBg_240_box0.jpg,COLERAINE,Fraternal,Lamppost-mounted,Orange Order,1.0,,,,,
6O-Ai5k2jDlvNaut_YjZ7A_300_box0.jpg,LARNE,Bunting,Bunting display,Union Jack Bunting,1.0,,,,,
m7rnj0nrFxOijLaNkJZTPg_180_box0.jpg,CARRICKFERGUS,Bunting,Bunting display,Union Jack Bunting,1.0,,,,,
ariL8XK0RKme4k_UGoG06Q_060_box0.jpg,BALLYCLARE,Proscribed,Lamppost-mounted,UDA,1.0,,,,,
j0kFRtOw1VxYS9AIjqEE_Q_000_box0.jpg,LARNE,Bunting,Bunting display,Union Jack Bunting,1.0,,,,,
lsGPwq48YWsjq9mkQAzUFQ_000_box0.jpg,COLERAINE,Fraternal,Lamppost-mounted,Orange Order,1.0,,,,,
kf7PGj3Vj-0nwPCSwofaag_000_box0.jpg,BELFAST_CITY,International,Building-mounted,Palestinian,1.0,,,,,
Nu-sRNKhhgCeq-qixYxsgg_300_box0.jpg,LARNE,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
Yr2rGBZ2UKkn1U9diiJ2qw_240_box0.jpg,BALLYMENA,Proscribed,Lamppost-mounted,Other Proscribed,1.0,,,,,
zMRrtsVsnstdYb7SX6lEIQ_000_box0.jpg,ANTRIM,National,Building-mounted,Ulster Banner,1.0,,,,,
qXxZkTat1JVjMObOfzxb8w_240_box0.jpg,ANTRIM,Bunting,Triangular bunting,Red/White/Blue Triangular Bunting,1.0,,,,,
r21wnSQchhW4sZXBX8Iwng_300_box0.jpg,OMAGH_TOWN,Bunting,Triangular bunting,Red/White/Blue Triangular Bunting,1.0,,,,,
ywse2CcP2SHAJzEwlgcEOw_180_box0.jpg,DERRY_CITY,International,Building-mounted,Palestinian,1.0,,,,,
pUn8riLxBGbb4JVPNVwkrw_000_box1.jpg,ENNISKILLEN,Bunting,Bunting display,Union Jack Bunting,1.0,,,,,
N5MVGNBAa3asI2nMaILIhQ_000_box0.jpg,DERRY_CITY,International,Lamppost-mounted,Palestinian,1.0,,,,,
e0Hp4QzzwyvjVPjtg7vzGA_300_box0.jpg,COOKSTOWN,National,Building-mounted,Ulster Banner,1.0,,,,,
g5zRTKYxprjtZSCEcmJd3w_000_box0.jpg,CRAIGAVON,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
XZOoZNCXoGz9GR6qSdPx_Q_000_box0.jpg,BALLYCLARE,Bunting,Triangular bunting,Red/White/Blue Triangular Bunting,1.0,,,,,
Pbdkh5qIiVBKlss7CpMA8g_060_box0.jpg,LIMAVADY,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
7lRMzjfBfkZQ82uIc2MCbg_060_box0.jpg,ENNISKILLEN,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
Xedq4iUdiA-fZONk5UeOQQ_120_box0.jpg,ENNISKILLEN,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
q8zGfalOkDGOrYwisPHmWg_180_box0.jpg,CARRICKFERGUS,National,Building-mounted,Union Jack,0.8333333333333334,,,,,
KfVWczlp63wkw_3SaN9rpg_240_box0.jpg,CARRICKFERGUS,National,Pole-mounted (in ground),Union Jack,0.8333333333333334,,,,,
ly2Qw-81l0jBkHd1I198aQ_060_box0.jpg,CARRICKFERGUS,National,Building-mounted,Union Jack,0.8333333333333334,,,,,
_uABbLQaVZedR4CwAEcWvQ_180_box0.jpg,CARRICKFERGUS,National,Lamppost-mounted,Union Jack,0.8333333333333334,,,,,
AXyaLZrVA48Lsv-KJm4jRw_300_box0.jpg,CARRICKFERGUS,Review,,,0.8333333333333334,,,,,
MFUNrFZRxI3bhKHCEQH57A_180_box0.jpg,ENNISKILLEN,Review,,,0.8333333333333334,,,,,
EIglmvvxHhemRMudeEj2EQ_120_box0.jpg,CARRICKFERGUS,National,Building-mounted,Union Jack,0.8333333333333334,,,,,
RMdS3TzXwJYWOb8e07RyRw_180_box0.jpg,CARRICKFERGUS,National,Lamppost-mounted,Union Jack,0.8333333333333334,,,,,
Pc12pf4QQCTaIUnFIUQHbg_120_box0.jpg,CARRICKFERGUS,Fraternal,Lamppost-mounted,Orange Order,0.8333333333333334,,,,,
-bbCd8IO7gcC1RWHrRfWUQ_180_box0.jpg,CARRICKFERGUS,Proscribed,,Ulster Banner,0.8333333333333334,,,,,
ae9MKcPSYP58PYQgn-uFXg_000_box0.jpg,CARRICKFERGUS,Review,,,0.8,,,,,
DGyiuDKPP4cXsse_NG-YoA_180_box0.jpg,CARRICKFERGUS,National,Pole-mounted (in ground),Union Jack,0.8,,,,,
va9JcnB4kvsqHvPy2LGRZg_240_box0.jpg,CARRICKFERGUS,Review,,Union Jack,0.8,,,,,
BIwYIA6uSPuxVPo-_TVAdA_240_box0.jpg,CARRICKFERGUS,Sport,Pole-mounted (in ground),,0.75,,,,,
JKnm0tFAmweb1_LhQAVOTw_300_box0.jpg,PORTSTEWART,Review,,,0.6666666666666666,,,,,
DDL7AIlG7nYQqhpRtlD_qg_240_box0.jpg,ANTRIM,Review,,,0.6666666666666666,,,,,
_i3cZBdfpi9Kp0sY-_kRMQ_300_box0.jpg,OMAGH_TOWN,Review,,,0.6666666666666666,,,,,
2v1KM53N7XYwWo-vWYXkJQ_240_box0.jpg,CRAIGAVON,Review,,,0.6666666666666666,,,,,
tF3QuaqtrI-YBEgrv2caBA_300_box0.jpg,ANTRIM,National,Building-mounted,Union Jack,0.6666666666666666,,,,,
pYnxUi_F-ndkhZu3cbSvyQ_300_box0.jpg,LARNE,Review,,,0.6666666666666666,,,,,
VxQEg1xYBABLfaqVO9TuNw_240_box0.jpg,PORTSTEWART,Sport,Pole-mounted (in ground),,0.6666666666666666,,,,,
d4fttwaJo66h1uO6ApYmnA_060_box0.jpg,ENNISKILLEN,Review,,Union Jack,0.6666666666666666,,,,,
on8bHr4p14opDFsQ6Y_PYQ_240_box0.jpg,METROPOLITAN_NEWTOWNABBEY,Review,,Union Jack,0.6666666666666666,,,,,
ME8TiO8v-NpJmZfR_SkM3A_240_box0.jpg,CRAIGAVON,Sport,Building-mounted,,0.6666666666666666,,,,,
cc0rD6wj_XwGKjfNbF-qcA_300_box0.jpg,BALLYCLARE,National,Building-mounted,Union Jack,0.6666666666666666,,,,,
KcD0-sGlcq_n-fXGfZQ-yQ_180_box0.jpg,LARNE,Sport,Building-mounted,Northern Ireland Football,0.6666666666666666,,,,,
OYHuiSLVz7-bxpDFP9HsLA_000_box0.jpg,CRAIGAVON,Sport,Building-mounted,Other International,0.6666666666666666,,,,,
L1IJ7dAFN37fHMiY_80Mrg_300_box0.jpg,DUNGANNON,Review,,,0.6666666666666666,,,,,
m7HJ0xJyipIVUSYJDkVgmw_300_box0.jpg,CRAIGAVON,Bunting,Bunting display,Union Jack,0.6666666666666666,,,,,
0GwmjLf5gnEZSxdOgOozIg_240_box0.jpg,CRAIGAVON,Review,,GAA,0.6666666666666666,,,,,
HBmmIKENoZx8eSFrnlhZKA_000_box0.jpg,PORTSTEWART,Review,,,0.6666666666666666,,,,,
zAZ3Wjq_BvVBmDXZcRhj7A_180_box0.jpg,OMAGH_TOWN,Review,,,0.6666666666666666,,,,,
Iprvwi5cW-DZr5xaaQTdZQ_060_box0.jpg,CRAIGAVON,Review,,,0.6666666666666666,,,,,
9LNjc7_cLCRuTS5UuqhtKg_300_box0.jpg,METROPOLITAN_LISBURN,Bunting,Bunting display,,0.6666666666666666,,,,,
HiX12HEyFMGBCGFTOhlHlg_180_box0.jpg,CARRICKFERGUS,National,Building-mounted,Union Jack,0.6666666666666666,,,,,
nqDr2Bm95UQWvPt9lRniRQ_120_box0.jpg,LIMAVADY,Bunting,Triangular bunting,Red/White/Blue Triangular Bunting,0.6666666666666666,,,,,
h8H-QWHnCBawellkdNJx1Q_120_box0.jpg,CRAIGAVON,Bunting,Triangular bunting,Red/White/Blue Triangular Bunting,0.6666666666666666,,,,,
Rbixp4Q73ycRQPVdiezq7w_300_box0.jpg,CRAIGAVON,International,Lamppost-mounted,Other International,0.6666666666666666,,,,,
ORwO9bu1n6KJgJZ7avCdYg_060_box0.jpg,CRAIGAVON,Review,,,0.6666666666666666,,,,,
MWYRxa9rzn0Cqg13y5WiTA_060_box0.jpg,BANGOR,Proscribed,,,0.6666666666666666,,,,,
LG3wYck6dspbf1lPiSJ2bA_060_box0.jpg,METROPOLITAN_NEWTOWNABBEY,Review,,Other Proscribed,0.6666666666666666,,,,,
W8-L8yau0iE7mt3Hb2PgZQ_240_box0.jpg,NEWRY,Review,,,0.6666666666666666,,,,,
wbOL1NJwdp8E5zF49qRY6Q_000_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Lamppost-mounted,Ulster Banner,0.6666666666666666,,,,,
6xRgw9fE1iQc4hD8gHWdgg_180_box0.jpg,CARRICKFERGUS,Review,,Ulster Banner,0.6666666666666666,,,,,
O8vrgSd_GzN7EIp_FLUlfw_060_box0.jpg,NEWRY,Review,,,0.6666666666666666,,,,,
nc0HXdDH6DuyM9XV1CMe8A_120_box0.jpg,NEWRY,Sport,,GAA,0.6666666666666666,,,,,
_3J0QkObJRFNX9MUYhSRPQ_240_box0.jpg,METROPOLITAN_LISBURN,Review,,,0.6666666666666666,,,,,
K6JcqKgcJjEIRBYm1Di1FQ_000_box0.jpg,CRAIGAVON,Bunting,Triangular bunting,Red/White/Blue Triangular Bunting,0.6666666666666666,,,,,
05X2M2Sck83hkjbl6KWxIA_060_box0.jpg,CRAIGAVON,National,Street decoration,Union Jack,0.6666666666666666,,,,,
A62-JeqikZT4jBbcTDAMEg_180_box0.jpg,BALLYCLARE,National,Lamppost-mounted,,0.6666666666666666,,,,,
Ey810ChOHrEq2pr-vjJgLw_300_box0.jpg,BANGOR,Review,,Union Jack,0.6666666666666666,,,,,
7Knkj9eLunHLCwnS4SVlrg_060_box0.jpg,NEWRY,National,Lamppost-mounted,,0.6666666666666666,,,,,
Q7WD2SIJGqpUT8p979fDog_240_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Building-mounted,Union Jack,0.6666666666666666,,,,,
QG_M32Cj7F0cOjzF5jhORw_300_box0.jpg,BALLYCLARE,National,Lamppost-mounted,Ulster Banner,0.6666666666666666,,,,,
Mj-OBq54atJy7aBCxi31CQ_120_box0.jpg,BALLYCLARE,Proscribed,Lamppost-mounted,UDA,0.6666666666666666,,,,,
LwWmq0LjyUmCBbDK8M4I_Q_180_box0.jpg,METROPOLITAN_NEWTOWNABBEY,Review,,Union Jack,0.6666666666666666,,,,,
RkzoH45TcP8qFI8PGoJAqw_000_box0.jpg,CARRICKFERGUS,Sport,Lamppost-mounted,,0.6,,,,,
ON7xZxSr7_sPkwvSwwd2MQ_240_box0.jpg,CARRICKFERGUS,Review,,Union Jack,0.6,,,,,
tlCypbN5JxrkEDD0tb-EiQ_060_box0.jpg,CARRICKFERGUS,National,Building-mounted,Union Jack,0.6,,,,,
Pjoi08wQbuCrHql7uwyI-A_120_box0.jpg,CARRICKFERGUS,Fraternal,Lamppost-mounted,,0.6,,,,,
8CvgXbqBjQeXBOSu76lb-Q_060_box0.jpg,DERRY_CITY,National,Lamppost-mounted,Union Jack,0.5,,,,,
Ino4-ysjjvsAe_cGfSYneg_300_box0.jpg,LISBURN_CITY,Bunting,Triangular bunting,Red/White/Blue Triangular Bunting,0.5,,,,,
XCjo4Sve0yfWOe5s33a5hQ_000_box0.jpg,COLERAINE,Review,,,0.5,,,,,
Qi23_GKOLB7-MAIlXqDSEg_180_box0.jpg,ENNISKILLEN,Sport,,GAA,0.5,,,,,
CKDJiUoUvBw6ILJSHaX18g_300_box0.jpg,DERRY_CITY,International,Lamppost-mounted,Palestinian,0.5,,,,,
adygzhH9mu9Duvaxpfvlgw_180_box0.jpg,ARMAGH,Review,,,0.5,,,,,
nlP2Cwjgj8ELMectU7nfQA_000_box0.jpg,BALLYMENA,Review,,,0.5,,,,,
ZvhWU7D7M2kSP78p38mtWQ_000_box0.jpg,COOKSTOWN,Military,Lamppost-mounted,Parachute Regiment,0.5,,,,,
9LmgSVZg25YcjKLTpF8s6g_000_box0.jpg,CARRICKFERGUS,National,Lamppost-mounted,Union Jack,0.4,,,,,
tzBR3UbZGYT33JNcaDEU3Q_180_box0.jpg,CARRICKFERGUS,Military,Building-mounted,Union Jack,0.4,,,,,
chp9Zzs2kcZS2p4lcH_amA_060_box0.jpg,CARRICKFERGUS,Proscribed,Lamppost-mounted,,0.4,,,,,
Mi8avoSuHGENZl1Rwjp8fQ_120_box0.jpg,CARRICKFERGUS,Review,,,0.4,,,,,
OZSdVrN02XVUlZ6mnkwKrA_000_box0.jpg,CARRICKFERGUS,Review,,,0.4,,,,,
HqSfw4eIAo9yeJ2Ff8BbQg_120_box0.jpg,METROPOLITAN_NEWTOWNABBEY,Review,,,0.3333333333333333,,,,,
y-yfXXbiHxuYbQNa24G7uQ_240_box0.jpg,ANTRIM,Review,,,0.3333333333333333,,,,,
t64KCdHm-zNLcpXK2zGgCQ_120_box0.jpg,METROPOLITAN_NEWTOWNABBEY,Review,,,0.3333333333333333,,,,,
Wn8wdARnwWiBv9AqJCsJQw_000_box0.jpg,ENNISKILLEN,National,Lamppost-mounted,Union Jack,0.3333333333333333,,,,,
VBHQE0NLrvbVj6HA8yo_SA_000_box0.jpg,LARNE,Review,,,0.3333333333333333,,,,,
ZdtSksKs6eg2flTBJEmuHw_060_box0.jpg,BALLYCLARE,Proscribed,Lamppost-mounted,YCV,0.3333333333333333,,,,,
6K16NxS40_obWFANTsH8Dg_120_box0.jpg,DUNGANNON,National,Lamppost-mounted,Scottish Saltire,0.3333333333333333,,,,,
2aq9JcrRqxEog8691VsopA_060_box0.jpg,ANTRIM,Review,,,0.3333333333333333,,,,,
S3D7sMYhZNwdol3aiONIxg_300_box0.jpg,PORTRUSH,National,Pole-mounted (in ground),Union Jack,0.3333333333333333,,,,,
